,bTS,mTS,wTS,rTS
5805_AT1,0.00847655966102601,9.188826541865912e-05,0.0957669466642899,9.188826541865912e-05
26061_AT1,0.016774394865958043,0.00013432011245247515,-0.00047988328660787926,0.000231759658173894
29880_AT1,-6.046774065798428e-08,-0.0012994511696756523,6.295931054439946e-08,-0.0012994511696756523
54716_AT1,0.006770341357416298,0.0003826200197844541,-0.0009914444130820672,0.00029698146250707786
7355_AT1,0.0009732541864763256,0.0004776165860767645,-0.00045917417435742413,6.841515435009514e-05
6564_AT1,-6.969884489802581e-08,-0.0005955474292121333,3.112428608654469e-07,-0.0005955474292121333
8566_AT1,0.007340547008153036,-5.833174090976063e-05,0.007939608797658565,-5.833174090976063e-05
113235_AT1,0.013959286098652907,0.0013091749702002558,-0.013103346253696422,0.003542972090342741
1200_AT1,-6.076047472304546e-08,-0.0017627048179788296,6.454002375388734e-08,-0.0017627048179788296
2168_AT1,0.0049171722120976615,0.0002506926594735666,0.003916265330821011,0.0002506926594735666
7358_AT1,0.0037114603436571914,0.0011090393532664127,-0.002993643334583914,0.000743622384690076
23169_AT1,0.0034355817308053442,0.00019163621169508864,-0.0003081810781766689,7.174405221982767e-05
51056_AT1,-1.3479105772147548e-07,-0.0012994511696756523,6.136548545454616e-08,-0.0012994511696756523
9390_AT1,0.04207488606754374,0.0010254076014005918,-0.007465262229528166,0.005079884463833012
80146_AT1,0.00234420406630527,0.0008610659139235221,0.034806114500094736,0.0008610659139235221
5184_AT1,0.0997904380006143,-0.00011156521581303543,0.008988569482206742,-0.00011156521581303543
4891_AT1,0.10451276906677649,0.000797054280573946,0.0009982126322022166,0.000797054280573946
30061_AT1,0.006402464548029273,0.00010457620032160534,0.0006962354448378511,0.00010457620032160534
84912_AT1,-6.624450604783264e-08,-0.0018337119701766981,5.542508306212958e-09,-0.0018337119701766981
64080_AT1,-5.972614499439125e-08,-0.0012994511696756523,-1.061569920052785e-07,-0.0012994511696756523
4524_AT1,0.004900024496980285,0.0009757038117574044,-0.0031169109441612675,0.0007822154468534842
25796_AT1,0.0015286725038376556,0.0008509024833791253,-0.0014521341996946199,0.00025363758265087576
5959_AT1,-0.003901126646976138,-0.001163071956261358,0.003907133430663788,-0.001163071956261358
7357_AT1,0.004872955952550963,-0.00015815947634945706,0.06696049412111392,-0.00015815947634945706
11046_AT1,0.019610172602837903,0.0009128853701636362,-0.0008331728543472468,0.0018662430985065554
54576_AT1,-4.4275210950838746e-08,-0.00011893511751929368,9.262975712398991e-08,-0.00011893511751929368
54575_AT1,-1.1933758045920125e-07,-0.0012994511696756523,1.0032416782520953e-07,-0.0012994511696756523
10864_AT1,-0.007793448718609043,-0.0008617483821027842,0.008066526221198328,-0.0008617483821027842
9356_AT1,-6.934100957584915e-08,-0.00033768744053653865,1.4978347444501212e-07,-0.00033768744053653865
9376_AT1,-0.01690084669466485,-0.0010237928830135424,0.017530998443061264,-0.0010237928830135424
50700_AT1,-6.257550324907406e-08,-0.0016079634006175986,5.234240073637207e-08,-0.0016079634006175986
54658_AT1,0.0003756265725209928,-8.470199943815222e-05,0.0008606061079497299,-8.470199943815222e-05
